# ************************************										
# Regatta Timing Export File										
# Generated on 03/25/22										
# Rules: 										
# 	All Data Copyright by Regatta Timing (C) 2000-2022									
# 	Unless otherwise noted									
# ************************************										
bowNumber	eventCode	eventName	entryName	avgAge	strokeName	orgName	officialTime	resultStatus	eventPercent	top5Percent
7	94	Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy	Portland	19		university of portland	07:27.5	OK	2.63	TRUE
2	95	Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy	Texas Austin	21		texas austin	06:42.9	OK	0	TRUE
1	95	Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy	California	20		california	06:45.2	OK	0.57	TRUE
4	95	Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy	Washington	22	"Bryant, M."	washington	06:49.6	OK	1.65	TRUE
3	95	Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy	USC	21		usc women	06:51.1	OK	2.01	TRUE
6	95	Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy	Stanford	21		stanford - women	07:02.9	OK	4.95	TRUE
5	95	Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy	UCLA	21		ucla	07:06.0	OK	5.73	FALSE
8	95	Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy	Gonzaga	21		gonzaga	07:07.2	OK	6.01	FALSE
7	95	Womens Collegiate 2V Jackie Ann Stitt Hungness Trophy	Oklahoma	22		oklahoma	07:14.6	OK	7.85	FALSE
1	96	Mens Collegiate 2V Sharp Memorial Cup	MIT	20		mit	06:41.2	OK	0	TRUE
3	96	Mens Collegiate 2V Sharp Memorial Cup	UCLA	21		ucla	06:45.2	OK	1	TRUE
2	96	Mens Collegiate 2V Sharp Memorial Cup	Bates	21		bates college	06:51.7	OK	2.62	TRUE
4	96	Mens Collegiate 2V Sharp Memorial Cup	Colorado	22		colorado	08:16.4	OK	23.74	FALSE
2	97	Mens Collegiate 2V Sharp Memorial Cup	UC San Diego	22		uc san diego	06:23.4	OK	0	TRUE
4	97	Mens Collegiate 2V Sharp Memorial Cup	Marist	21		marist	06:24.0	OK	0.17	TRUE
1	97	Mens Collegiate 2V Sharp Memorial Cup	Purdue	21		purdue	06:30.9	OK	1.96	TRUE
3	97	Mens Collegiate 2V Sharp Memorial Cup	Gonzaga	19		gonzaga	06:31.2	OK	2.02	TRUE
6	97	Mens Collegiate 2V Sharp Memorial Cup	Marietta	21	"McWhite, J."	marietta college	06:35.8	OK	3.23	TRUE
5	97	Mens Collegiate 2V Sharp Memorial Cup	San Diego	21		san diego	06:37.1	OK	3.58	TRUE
1	98	Womens Collegiate Novice Laurel Korholz Perpetual Trophy	Washington	19	"Fehling, B."	washington	07:15.8	OK	0	TRUE
2	98	Womens Collegiate Novice Laurel Korholz Perpetual Trophy	UCLA	19		ucla	07:23.8	OK	1.83	TRUE
3	98	Womens Collegiate Novice Laurel Korholz Perpetual Trophy	British Columbia	19		british columbia	07:26.2	OK	2.38	TRUE
4	98	Womens Collegiate Novice Laurel Korholz Perpetual Trophy	San Diego	19		san diego	07:27.5	OK	2.68	TRUE
5	98	Womens Collegiate Novice Laurel Korholz Perpetual Trophy	Oklahoma	20		oklahoma	07:33.9	OK	4.15	TRUE
6	98	Womens Collegiate Novice Laurel Korholz Perpetual Trophy	Loyola Marymount	20		loyola marymount	08:16.9	OK	14.02	FALSE
2	99	Mens Collegiate Novice Derek Guelker Memorial Cup	UC Davis	19	"Mohamad Khani, A."	uc davis	07:06.4	OK	0	TRUE
4	99	Mens Collegiate Novice Derek Guelker Memorial Cup	Colorado	23		colorado	07:14.5	OK	1.89	TRUE
3	99	Mens Collegiate Novice Derek Guelker Memorial Cup	SDSU - Men	21		sdsu - men	07:16.9	OK	2.47	TRUE
1	99	Mens Collegiate Novice Derek Guelker Memorial Cup	Long Beach St	22		long beach state rowing	07:23.0	OK	3.9	TRUE
1	100	Mens Collegiate Novice Derek Guelker Memorial Cup	Orange Coast	19		orange coast	06:34.9	OK	0	TRUE
2	100	Mens Collegiate Novice Derek Guelker Memorial Cup	UCLA	21		ucla	06:37.9	OK	0.77	TRUE
4	100	Mens Collegiate Novice Derek Guelker Memorial Cup	Southern California	19	"Labounko, T."	southern california	06:44.8	OK	2.5	TRUE
6	100	Mens Collegiate Novice Derek Guelker Memorial Cup	U of Calgary RC	20		u of calgary rc	07:07.8	OK	8.34	FALSE
3	100	Mens Collegiate Novice Derek Guelker Memorial Cup	Loyola Marymount	20		loyola marymount	07:08.2	OK	8.44	FALSE
5	100	Mens Collegiate Novice Derek Guelker Memorial Cup	UC Santa Barbara	20		uc santa barbara	07:14.5	OK	10.03	FALSE
1	101	Womens 8+ Alumni Susan Francia Trophy	Brown Women			brown women	07:27.0	OK	0	TRUE
4	101	Womens 8+ Alumni Susan Francia Trophy	SDSU	23		sdsu - men	07:37.1	OK	2.26	TRUE
2	101	Womens 8+ Alumni Susan Francia Trophy	San Diego	26	"Ahlman, S."	san diego	07:41.3	OK	3.2	TRUE
5	101	Womens 8+ Alumni Susan Francia Trophy	UC San Diego	24		uc san diego	07:45.4	OK	4.11	TRUE
3	101	Womens 8+ Alumni Susan Francia Trophy	UCSB Alumni	30		ucsb alumni	08:06.8	OK	8.91	FALSE
2	102	Mens 8+ Alumni Cup	Butte	28	"Holmes, A."	butte	06:31.8	OK	0	TRUE
3	102	Mens 8+ Alumni Cup	Isla Vista A	26		isla vista	06:38.2	OK	1.62	TRUE
1	102	Mens 8+ Alumni Cup	Club Nautico De San Juan	30		club nautico de san juan	06:44.3	OK	3.18	TRUE
4	102	Mens 8+ Alumni Cup	Isla Vista B	27		isla vista	07:08.8	OK	9.44	FALSE
1	103	Mens Collegiate Novice 8+ B EntrieS	Orange Coast	20		orange coast	06:51.6	OK	0	TRUE
2	103	Mens Collegiate Novice 8+ B EntrieS	UCLA	20		ucla	06:54.1	OK	0.61	TRUE
5	103	Mens Collegiate Novice 8+ B EntrieS	UC Davis [Exhibition]	20		uc davis	07:24.9	OK	8.08	FALSE
3	103	Mens Collegiate Novice 8+ B EntrieS	UC Santa Barbara	21		uc santa barbara	07:57.7	OK	16.05	FALSE
6	103	Mens Collegiate Novice 8+ B EntrieS	SDSU - Men	23		sdsu - men	08:30.3	OK	23.97	FALSE
4	103	Mens Collegiate Novice 8+ B EntrieS	Southern California	21		southern california		DNS	null	FALSE
2	104	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	BIAC	50		biac	07:30.2	OK	0	TRUE
4	104	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Station L	50	"Walker, S."	station l	07:32.8	OK	0.58	TRUE
1	104	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Sammamish	58	"Kovaly, J."	sammamish rowing association	07:45.3	OK	3.36	TRUE
3	104	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Vancouver	40	"Riley, P."	vancouver	07:46.9	OK	3.71	TRUE
6	104	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Martha's Moms	68		martha's moms	08:00.6	OK	6.75	FALSE
5	104	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Lake Union	32	"Werner, J."	lake union	08:14.9	OK	9.92	FALSE
3	105	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Sarasota	53		sarasota crew	07:04.9	OK	0	TRUE
1	105	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Long Beach	50		long beach	07:07.6	OK	0.64	TRUE
5	105	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	College Club Seattle	50	"Scull, C."	college club seattle	07:14.2	OK	2.18	TRUE
7	105	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Martha's Moms	57		martha's moms	07:23.8	OK	4.45	TRUE
4	105	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Texas RC	37		texas rowing center	07:24.7	OK	4.65	TRUE
2	105	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Sammamish	46	"Teschke, J."	sammamish rowing association	07:28.6	OK	5.58	FALSE
6	105	Womens Masters 8+ Club Champ Thalia Kelly Considine Cup	Rogue Rowing	54	"Rimov, C."	rogue rowing	07:54.3	OK	11.62	FALSE
6	106	Mens Masters 8+ Club Champ	Riverside	27		riverside	06:36.0	OK	0	TRUE
2	106	Mens Masters 8+ Club Champ	Texas RC	46		texas rowing center	06:36.2	OK	0.05	TRUE
8	106	Mens Masters 8+ Club Champ	Station L	52	"Glasfeld, A."	station l	06:36.5	OK	0.14	TRUE
4	106	Mens Masters 8+ Club Champ	Lake Union	31	"Tan, A."	lake union	06:45.4	OK	2.38	TRUE
1	106	Mens Masters 8+ Club Champ	Crimson Death Barge	51	"Caughey, T."	crimson death barge	06:51.5	OK	3.92	TRUE
5	106	Mens Masters 8+ Club Champ	Potomac	42	"DeLo, C."	potomac	06:56.8	OK	5.25	FALSE
3	106	Mens Masters 8+ Club Champ	Potomac	27	"Merchant, W."	potomac	06:57.5	OK	5.42	FALSE
7	106	Mens Masters 8+ Club Champ	BIAC	28		biac	06:59.2	OK	5.88	FALSE
1	107	Mens Masters 8+ Club Champ	Cambridge	61	"Pierce, J."	cambridge	06:07.6	OK	0	TRUE
2	107	Mens Masters 8+ Club Champ	Marin	57	"Aguiar, M."	marin	06:14.2	OK	1.8	TRUE
3	107	Mens Masters 8+ Club Champ	San Diego	60	"Kapicka, M."	san diego	06:17.0	OK	2.58	TRUE
5	107	Mens Masters 8+ Club Champ	Sammamish	49	"Senenko, W."	sammamish rowing association	06:24.8	OK	4.68	TRUE
7	107	Mens Masters 8+ Club Champ	Riverside	27		riverside	06:27.8	OK	5.51	FALSE
4	107	Mens Masters 8+ Club Champ	Rocky Mountain	62	"Springer, G."	rocky mountain	06:29.6	OK	6	FALSE
8	107	Mens Masters 8+ Club Champ	East Bay	38	"Scott, H."	east bay	06:33.2	OK	6.97	FALSE
6	107	Mens Masters 8+ Club Champ	North Dakota	51	"McCabe, C."	north dakota	06:33.6	OK	7.08	FALSE
1	108	Womens Open 8+ Carley Copley Cup	Texas Austin	20		texas austin	06:49.7	OK	0	TRUE
2	108	Womens Open 8+ Carley Copley Cup	California	20		california	06:55.1	OK	1.3	TRUE
3	108	Womens Open 8+ Carley Copley Cup	Washington	19	"Adebiyi, A."	washington	06:57.6	OK	1.91	TRUE
4	108	Womens Open 8+ Carley Copley Cup	Baja California St	20		baja california state	07:12.4	OK	5.52	FALSE
5	108	Womens Open 8+ Carley Copley Cup	USC	20		usc women	07:18.3	OK	6.98	FALSE
6	108	Womens Open 8+ Carley Copley Cup	U of Calgary RC	25		u of calgary rc	07:23.9	OK	8.35	FALSE
7	108	Womens Open 8+ Carley Copley Cup	Bates	20		bates college	07:55.3	OK	16.01	FALSE
2	109	Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC	Butte			Unaffiliated	06:17.6	OK	0	TRUE
1	109	Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC	Baja California St	22		baja california state	06:20.3	OK	0.73	TRUE
4	109	Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC	U of Calgary RC	27		u of calgary rc	06:36.7	OK	5.07	FALSE
3	109	Mens Open 8+ Anderson Borthwick Memorial Trophy Presented by SDRC	Long Beach St	24		long beach state rowing	06:44.4	OK	7.11	FALSE
2	110	Womens Collegiate 4+ B entries	Gonzaga	21		gonzaga	07:25.6	OK	0	TRUE
1	110	Womens Collegiate 4+ B entries	San Diego	22		san diego	07:44.7	OK	4.3	TRUE
3	110	Womens Collegiate 4+ B entries	Oklahoma	23		oklahoma	07:48.1	OK	5.06	FALSE
4	110	Womens Collegiate 4+ B entries	UC San Diego	20		uc san diego	08:13.6	OK	10.77	FALSE
3	111	Womens Collegiate DII/DIII Club 4+	Colorado	23		colorado	07:48.7	OK	0	TRUE
2	111	Womens Collegiate DII/DIII Club 4+	UC Santa Barbara	21		uc santa barbara	08:31.3	OK	9.09	FALSE
1	111	Womens Collegiate DII/DIII Club 4+	Long Beach St	20	"Valtierra, L."	long beach state rowing	09:30.2	OK	21.65	FALSE
1	112	Womens Collegiate DII/DIII/Club Novice	Orange Coast	19		orange coast	07:23.7	OK	0	TRUE
2	112	Womens Collegiate DII/DIII/Club Novice	U of Calgary RC	22		u of calgary rc	07:37.5	OK	3.12	TRUE
3	112	Womens Collegiate DII/DIII/Club Novice	UC Santa Barbara A	19		uc santa barbara	07:39.5	OK	3.58	TRUE
5	112	Womens Collegiate DII/DIII/Club Novice	Colorado	20		colorado	07:41.6	OK	4.04	TRUE
4	112	Womens Collegiate DII/DIII/Club Novice	UC Santa Barbara B	21		uc santa barbara	08:30.6	OK	15.08	FALSE
1	113	Mens Collegiate Ltwt Secretary of the Navy Cup	MIT			mit	06:11.1	OK	0	TRUE
2	113	Mens Collegiate Ltwt Secretary of the Navy Cup	UC Santa Barbara	20		uc santa barbara	07:06.2	OK	14.86	FALSE
2	114	Womens Youth Gilman-Mulliken Cup	Norcal Crew	17		norcal crew	06:57.1	OK	0	TRUE
3	114	Womens Youth Gilman-Mulliken Cup	Marina Aquatic Center	18		marina aquatic center	07:04.7	OK	1.81	TRUE
4	114	Womens Youth Gilman-Mulliken Cup	Dallas United	17	"Rodriguez, E."	dallas united crew	07:08.9	OK	2.83	TRUE
6	114	Womens Youth Gilman-Mulliken Cup	Sammamish	17		sammamish rowing association	07:09.7	OK	3.01	TRUE
5	114	Womens Youth Gilman-Mulliken Cup	Pacific	18		pacific	07:12.0	OK	3.56	TRUE
1	114	Womens Youth Gilman-Mulliken Cup	Long Beach Junior Crew	17		long beach junior crew	07:16.0	OK	4.54	TRUE
2	115	Womens Youth Gilman-Mulliken Cup	Marin	17	"Lermusiaux, J."	marin	06:33.2	OK	0	TRUE
3	115	Womens Youth Gilman-Mulliken Cup	Newport	17		newport	06:42.8	OK	2.44	TRUE
5	115	Womens Youth Gilman-Mulliken Cup	Capital	17		capital	06:48.1	OK	3.8	TRUE
6	115	Womens Youth Gilman-Mulliken Cup	Saugatuck	17		saugatuck	06:51.8	OK	4.73	TRUE
1	115	Womens Youth Gilman-Mulliken Cup	Connecticut	17		connecticut	06:56.9	OK	6.02	FALSE
4	115	Womens Youth Gilman-Mulliken Cup	San Diego RC	16		san diego rc	06:59.4	OK	6.66	FALSE
1	116	Mens Youth San Diego Rowing Cup	OARS	17		oars	06:01.5	OK	0	TRUE
5	116	Mens Youth San Diego Rowing Cup	Marina Aquatic Center	18		marina aquatic center	06:10.0	OK	2.34	TRUE
2	116	Mens Youth San Diego Rowing Cup	Long Beach Junior Crew	18	"Hutton, R."	long beach junior crew	06:12.3	OK	2.99	TRUE
3	116	Mens Youth San Diego Rowing Cup	Capital	17		capital	06:14.8	OK	3.68	TRUE
4	116	Mens Youth San Diego Rowing Cup	Dallas United Crew	21		dallas united crew	06:15.9	OK	3.98	TRUE
6	116	Mens Youth San Diego Rowing Cup	Pacific	17		pacific	06:28.9	OK	7.59	FALSE
3	117	Mens Youth San Diego Rowing Cup	Newport	18		newport	05:50.9	OK	0	TRUE
1	117	Mens Youth San Diego Rowing Cup	Saugatuck	17		saugatuck	05:52.7	OK	0.54	TRUE
2	117	Mens Youth San Diego Rowing Cup	Marin	18	"Sutherland, K."	marin	05:57.3	OK	1.83	TRUE
5	117	Mens Youth San Diego Rowing Cup	Norcal Crew	17		norcal crew	05:59.2	OK	2.38	TRUE
4	117	Mens Youth San Diego Rowing Cup	San Diego RC	18		san diego rc	06:05.7	OK	4.23	TRUE
6	117	Mens Youth San Diego Rowing Cup	Maritime RC	18		maritime rowing club	06:11.7	OK	5.94	FALSE
3	118	Womens U17 Referee Cup LA84 Foundation Trophy	Austin	15	"Ueber, I."	austin	07:13.8	OK	0	TRUE
1	118	Womens U17 Referee Cup LA84 Foundation Trophy	White Rock Rowing	14		white rock rowing	07:22.0	OK	1.9	TRUE
2	118	Womens U17 Referee Cup LA84 Foundation Trophy	Marina Aquatic Center	14		marina aquatic center	07:25.2	OK	2.63	TRUE
6	118	Womens U17 Referee Cup LA84 Foundation Trophy	Casitas Rowing	17		casitas rowing	07:28.5	OK	3.39	TRUE
5	118	Womens U17 Referee Cup LA84 Foundation Trophy	Dallas United A	16	"Bell, V."	dallas united crew	07:30.3	OK	3.81	TRUE
4	118	Womens U17 Referee Cup LA84 Foundation Trophy	Saint Ignatius	15	"Keene, A."	saint ignatius	07:32.0	OK	4.21	TRUE
1	119	Womens U17 Referee Cup LA84 Foundation Trophy	Capital	15		capital	07:03.0	OK	0	TRUE
2	119	Womens U17 Referee Cup LA84 Foundation Trophy	Long Beach Junior Crew	15		long beach junior crew	07:05.0	OK	0.46	TRUE
3	119	Womens U17 Referee Cup LA84 Foundation Trophy	Newport	16		newport	07:08.9	OK	1.38	TRUE
6	119	Womens U17 Referee Cup LA84 Foundation Trophy	Norcal Crew	16		norcal crew	07:09.3	OK	1.49	TRUE
5	119	Womens U17 Referee Cup LA84 Foundation Trophy	Pacific	16		pacific	07:16.5	OK	3.19	TRUE
4	119	Womens U17 Referee Cup LA84 Foundation Trophy	Marin	16	"King, A."	marin	07:26.9	OK	5.64	FALSE
1	120	Mens U17 Shimano Rowing Dynamics Cup	Dallas United	16		dallas united crew	06:42.6	OK	0	TRUE
2	120	Mens U17 Shimano Rowing Dynamics Cup	CCHS Crew	16	"Wittman, H."	cchs crew	06:51.7	OK	2.25	TRUE
3	120	Mens U17 Shimano Rowing Dynamics Cup	Casitas Rowing	15		casitas rowing	07:12.0	OK	7.29	FALSE
4	120	Mens U17 Shimano Rowing Dynamics Cup	Marina Aquatic Center	15		marina aquatic center	07:20.3	OK	9.37	FALSE
2	121	Mens U17 Shimano Rowing Dynamics Cup	Marin A	16	"Ryan, H."	marin	06:18.1	OK	0	TRUE
1	121	Mens U17 Shimano Rowing Dynamics Cup	Newport	16		newport	06:25.9	OK	2.04	TRUE
4	121	Mens U17 Shimano Rowing Dynamics Cup	Long Beach Junior Crew	15	"Josephbek, C."	long beach junior crew	06:28.6	OK	2.77	TRUE
3	121	Mens U17 Shimano Rowing Dynamics Cup	Marin B	16	"Wilcox, B."	marin	06:29.6	OK	3.03	TRUE
6	121	Mens U17 Shimano Rowing Dynamics Cup	San Diego RC	15		san diego rc	06:40.8	OK	5.99	FALSE
5	121	Mens U17 Shimano Rowing Dynamics Cup	Norcal Crew	15		norcal crew	06:45.9	OK	7.35	FALSE
3	122	Womens Youth B ZLAC Rowing Club Cup	Marina Aquatic Center	17		marina aquatic center	07:14.3	OK	0	TRUE
1	122	Womens Youth B ZLAC Rowing Club Cup	Newport B	17		newport	07:15.6	OK	0.31	TRUE
2	122	Womens Youth B ZLAC Rowing Club Cup	Sammamish	17		sammamish rowing association	07:17.1	OK	0.66	TRUE
6	122	Womens Youth B ZLAC Rowing Club Cup	Saint Ignatius	17	"Riad, D."	saint ignatius	07:21.2	OK	1.6	TRUE
4	122	Womens Youth B ZLAC Rowing Club Cup	River City	18		river city	07:28.6	OK	3.3	TRUE
5	122	Womens Youth B ZLAC Rowing Club Cup	Pacific	16		pacific	07:33.2	OK	4.37	TRUE
7	122	Womens Youth B ZLAC Rowing Club Cup	Long Beach Junior Crew	16		long beach junior crew	07:34.2	OK	4.6	TRUE
2	123	Womens Youth B ZLAC Rowing Club Cup	Marin A	17	"Holtz, M."	marin	06:45.4	OK	0	TRUE
1	123	Womens Youth B ZLAC Rowing Club Cup	Newport A	17		newport	06:54.4	OK	2.22	TRUE
4	123	Womens Youth B ZLAC Rowing Club Cup	Saugatuck	17		saugatuck	06:58.2	OK	3.17	TRUE
5	123	Womens Youth B ZLAC Rowing Club Cup	Marin B	18		marin	07:08.4	OK	5.68	FALSE
3	123	Womens Youth B ZLAC Rowing Club Cup	Capital	17		capital	07:08.9	OK	5.82	FALSE
6	123	Womens Youth B ZLAC Rowing Club Cup	Norcal Crew	24		norcal crew	07:09.1	OK	5.87	FALSE
7	123	Womens Youth B ZLAC Rowing Club Cup	San Diego RC	17		san diego rc	07:15.2	OK	7.36	FALSE
1	124	Mens Youth B Jean Jessop Hervey Cup	Newport B	17		newport	06:19.7	OK	0	TRUE
2	124	Mens Youth B Jean Jessop Hervey Cup	Pacific	16		pacific	06:24.9	OK	1.36	TRUE
4	124	Mens Youth B Jean Jessop Hervey Cup	Dallas United	17		dallas united crew	06:28.5	OK	2.31	TRUE
6	124	Mens Youth B Jean Jessop Hervey Cup	Marina Aquatic Center	17		marina aquatic center	06:31.8	OK	3.18	TRUE
3	124	Mens Youth B Jean Jessop Hervey Cup	Newport Sea Base	18		newport sea base rowing	06:31.9	OK	3.21	TRUE
5	124	Mens Youth B Jean Jessop Hervey Cup	Saint Ignatius	20		saint ignatius	06:45.5	OK	6.79	FALSE
2	125	Mens Youth B Jean Jessop Hervey Cup	Marin	17	"McMahon, W."	marin	06:02.7	OK	0	TRUE
4	125	Mens Youth B Jean Jessop Hervey Cup	Newport A	18		newport	06:11.1	OK	2.3	TRUE
1	125	Mens Youth B Jean Jessop Hervey Cup	Saugatuck	17		saugatuck	06:12.6	OK	2.71	TRUE
5	125	Mens Youth B Jean Jessop Hervey Cup	Norcal Crew	17		norcal crew	06:13.5	OK	2.96	TRUE
3	125	Mens Youth B Jean Jessop Hervey Cup	San Diego RC	17		san diego rc	06:14.3	OK	3.19	TRUE
6	125	Mens Youth B Jean Jessop Hervey Cup	Sammamish	19		sammamish rowing association	06:25.0	OK	6.13	FALSE
