Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
2022,44,,Mens Masters 8+ Club Champ,,6,Potomac,06:48.4,,"Merchant, W.",,,,,,,,,
2022,44,,Mens Masters 8+ Club Champ,,7,Potomac,06:51.3,,"DeLo, C.",,,,,,,,,
2022,44,,Mens Masters 8+ Club Champ,,8,BIAC,06:59.0,,,,,,,,,,,
2022,45,,Mens Masters 8+ Club Champ,,1,Marin,06:13.2,,"Aguiar, M.",,,,,,,,,
2022,45,,Mens Masters 8+ Club Champ,,2,Rocky Mountain,06:20.6,,"Springer, G.",,,,,,,,,
2022,45,,Mens Masters 8+ Club Champ,,3,North Dakota,06:22.7,,"McCabe, C.",,,,,,,,,
2022,45,,Mens Masters 8+ Club Champ,,4,East Bay,06:27.7,,"Scott, H.",,,,,,,,,
2022,45,,Mens Masters 8+ Club Champ,,5,Texas RC,06:31.3,,,,,,,,,,,
2022,45,,Mens Masters 8+ Club Champ,,6,Lake Union,06:34.8,,"Tan, A.",,,,,,,,,
2022,45,,Mens Masters 8+ Club Champ,,7,Riverside,06:39.9,,,,,,,,,,,
2022,45,,Mens Masters 8+ Club Champ,,8,Station L,06:40.5,,"Glasfeld, A.",,,,,,,,,
2022,46,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,1,Long Beach,06:58.9,,,,,,,,,,,
2022,46,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,2,Sarasota,06:59.1,,,,,,,,,,,
2022,46,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,3,College Club Seattle,07:07.0,,"Scull, C.",,,,,,,,,
2022,46,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,4,Martha's Moms,07:07.7,,,,,,,,,,,
2022,46,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,5,BIAC,07:22.4,,,,,,,,,,,
2022,46,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,6,Station L,07:23.9,,"Walker, S.",,,,,,,,,
2022,46,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,7,Martha's Moms,07:36.2,,,,,,,,,,,
2022,47,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,1,Sammamish,07:14.2,,"Teschke, J.",,,,,,,,,
2022,47,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,2,Texas RC,07:14.3,,,,,,,,,,,
2022,47,,Womens Masters 8+ Club Champ Thalia Kelly Considine Cup,,3,Rogue Rowing,07:26.9,,"Rimov, C.",,,,,,,,,
