Year,Event #,Trophy,Event,Heat,Place,Boat,Time,Cox,Rower1,Rower2,Rower3,Rower4,Rower5,Rower6,Rower7,Rower8
1994,,,California-Visitor’s Cup Challenge Women's Varsity 8+,,10,Mills,07:52.5,,,,,,,,,
1994,,,Women's Junior Varisity 8+,,1,Washington ,06:51.6,Joslyn Howard ,Liz Tuttle,Jody Boardie,Katie Maloney,Trista Patterson,Megan Rider,Kathy Colin,Amanda Wilcox,Merideth Arnold
1994,,,Women's Junior Varisity 8+,,2,Washington State,06:53.8,,,,,,,,,
1994,,,Women's Junior Varisity 8+,,3,Pennsylvania,07:03.9,,,,,,,,,
1994,,,Women's Junior Varisity 8+,,4,Stanford,07:08.9,,,,,,,,,
1994,,,Women's Junior Varisity 8+,,5,California,07:15.5,,,,,,,,,
1994,,,Women's Junior Varisity 8+,,6,Orange Coast,07:19.5,,,,,,,,,
1994,,,Women's Novice 8+,,1,Washington State ,06:51.2,Ann Hoang ,Mykel Papke,Emily French,Kelli Swanson,Dana Hancock,Jennifer Wigel,Deanne Hatchett,Paula Curry,Heather Barker
1994,,,Women's Novice 8+,,2,UC Davis,06:55.5,,,,,,,,,
1994,,,Women's Novice 8+,,3,Washington,06:58.5,,,,,,,,,
1994,,,Women's Novice 8+,,4,California,07:05.4,,,,,,,,,
1994,,,Women's Novice 8+,,5,Long Beach State,07:10.5,,,,,,,,,
1994,,,Women's Novice 8+,,6,Sacramento State,07:12.0,,,,,,,,,
1994,,,Women's Open Novice 8+,,1,Humboldt State ,07:56.7,Mary Caughell ,Dawn McGurk,Connie Perkins,Angelina Zanborni,Esther Scanneli,Luciana Contreras,Incka Palito-Thomas,Kabe Greenfield,Amy Harkick
1994,,,Women's Open Novice 8+,,2,Santa Clara,08:08.0,,,,,,,,,
1994,,,Women's Open Novice 8+,,3,UC San Diego,08:17.5,,,,,,,,,
1994,,,Women's Open Novice 8+,,4,Eosophobic RC,08:49.3,,,,,,,,,
1994,,,Women's Lightweight 4+,,1,Lake Merritt RC ,08:00.1,Roz Warner ,Carrie Edwards,Amber Selke,Pam Kaull,Dele Birch,,,,
1994,,,Women's Lightweight 4+,,2,Eosophobic RC,08:33.4,,,,,,,,,
1994,,,Women's Lightweight 4+,,3,Humboldt State A,08:36.3,,,,,,,,,
1994,,,Women's Lightweight 4+,,4,Loyola Marymount,08:52.7,,,,,,,,,
1994,,,Women's Lightweight 4+,,5,Humboldt State B,09:08.2,,,,,,,,,
1994,,,Women's Club 8+,,1,U. British Columbia ,06:57.2,Jeanette Bishop,Randah McKinie,Heather Davis,Sandra Neunann,Kate Latham,Tamara Rusnak,Tonya deGoot,Camie Letham,Lesley Matthews
1994,,,Women's Club 8+,,2,West Coast RC,07:06.1,,,,,,,,,
1994,,,Women's Club 8+,,3,Eosophobic RC,07:17.5,,,,,,,,,
1994,,,Women's Club 8+,,4,Club Espana,07:19.4,,,,,,,,,
1994,,,Women's Club 8+,,5,Cal Poly,07:27.2,,,,,,,,,
1994,,,Women's Club 8+,,6,Lake Merritt RC,07:42.2,,,,,,,,,
1994,,,Women's Masters 8+ (age 27 and over),,1,California RC ,07:02.3,Valerie McClain ,Elizabeth Miles,Kris Thorsness,Peg Mallory,Marie Hagelstein,Barbara O’Neill,Dana Tillson,Jane Torro,Peggy Johnston
1994,,,Women's Masters 8+ (age 27 and over),,2,Eosophobic RC A,07:10.6,,,,,,,,,
1994,,,Women's Masters 8+ (age 27 and over),,3,Eosophobic RC B,07:36.6,,,,,,,,,
1994,,,Women's Masters 8+ (age 27 and over),,4,Newport AC,07:40.7,,,,,,,,,
1994,,,Women's Masters 8+ (age 27 and over),,5,Lake Washington RC,07:45.3,,,,,,,,,
1994,,,Women's Masters 8+ (age 27 and over),,6,Lake Merritt,07:48.4,,,,,,,,,
1994,,,Women's Masters 8+ (age 40 and over),,1,Marin RA A ,07:30.4,Beth Travers ,Kathi Defrennery,Karen Hamilton,Karen Duncan,Kate Boyd,Judy Cutino,Sue Johnson,Anne Wilbur,
1994,,,Women's Masters 8+ (age 40 and over),,2,California YC,07:41.2,,,,,,,,,
1994,,,Women's Masters 8+ (age 40 and over),,3,Martha’s Moms,07:42.5,,,,,,,,,
1994,,,Women's Masters 8+ (age 40 and over),,4,Seattle YC,07:54.7,,,,,,,,,
1994,,,Women's Masters 8+ (age 40 and over),,5,Conibear RC,07:56.1,,,,,,,,,
1994,,,Women's Masters 8+ (age 40 and over),,6,Marin RA B,07:56.5,,,,,,,,,
1994,,,Women's Masters 8+ (age 40 and over),,7,ZLAC RC,08:45.7,,,,,,,,,
1994,,,Women's Junior 8+,,1,Green Lake RC,07:11.4,Melissa Collins,Stephanie Zwiebel,Laura Smith,Emily Westbrook,Kari Green,Javiera Verdugo,Teresa Nygren-Birknolz,Eryn Boyles,Rachael Sullivan
1994,,,Women's Junior 8+,,2,Marin RA,07:18.7,,,,,,,,,
1994,,,Women's Junior 8+,,3,Brentwood School,07:19.4,,,,,,,,,
1994,,,Women's Junior 8+,,4,Capitol RC,07:20.6,,,,,,,,,
1994,,,Women's Junior 8+,,5,Berkeley HS,07:26.0,,,,,,,,,
1994,,,Women's Junior 8+,,6,Newport AC,07:29.8,,,,,,,,,
1994,,,Women's Junior Junior Varsity 8+,,1,Capitol RC ,07:23.9,Angela Ramos ,Meghan Wallace,Sarah Shuller,Anna Carlson,Tammy Hauch,Katie Fromm,Adrienne Stillwell,Jasmin Grewal,Jenny Rikkers
1994,,,Women's Junior Junior Varsity 8+,,2,Oakland Strokes,07:33.8,,,,,,,,,
1994,,,Women's Junior Junior Varsity 8+,,3,Green Lake RC,07:41.0,,,,,,,,,
1994,,,Women's Junior Junior Varsity 8+,,4,Marin RC,07:42.7,,,,,,,,,
1994,,,Women's Junior Junior Varsity 8+,,5,Long Beach RA,07:45.9,,,,,,,,,
1994,,,Women's Junior Junior Varsity 8+,,6,Pacific RC,07:48.8,,,,,,,,,
1994,,,Women's Junior Junior Varsity 8+,,7,Berkeley HS,08:03.1,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,1,Washington,06:02.5,Kara Schocken ,Marc Schneider,Grits Belters,Roberto Blanda,Silas Harrington,Ryan Allison,Kestas Sereiva,Chris Schmaltz,Michael Callahan
1995,,,Copley Cup Men’s Varsity 8+ ,,2,Harvard,06:06.5,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,3,Temple,06:08.5,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,4,Pennsylvania,06:09.8,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,5,Yale,06:13.1,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,6,California,06:15.5,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,1,Washington ,06:02.5,Kara Schocken ,Marc Schneider,Grits Belters,Roberto Blanda,Silas Harrington,Ryan Allison,Kestas Sereiva,Chris Schmaltz,Michael Callahan
1995,,,Copley Cup Men’s Varsity 8+ ,,7,Cornell,06:07.4,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,8,Wisconsin,06:14.8,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,9,UC Davis,06:17.5,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,10,Gonzaga,06:19.7,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,11,Long Beach State,06:24.5,,,,,,,,,
1995,,,Copley Cup Men’s Varsity 8+ ,,12,Stanford,06:28.1,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,2,Harvard,06:06.5,,,,,,,,,
1995,,,California Cup Men’s Varsity 8+,,1,UC Irvine ,06:04.4,Jenny Bratby,Erin Frank,Rob Walker,Jed Rogge,Kieran Coughlan,Steve Berry,Nick Berkuta,Forbes Morse,Mike Lebrun
1995,,,California Cup Men’s Varsity 8+,,2,UC San Diego,06:08.7,,,,,,,,,
1995,,,California Cup Men’s Varsity 8+,,3,UC Santa Barbara,06:11.4,,,,,,,,,
1995,,,California Cup Men’s Varsity 8+,,4,UCLA,06:12.2,,,,,,,,,
1995,,,California Cup Men’s Varsity 8+,,5,Sacramento State,06:12.7,,,,,,,,,
1995,,,California Cup Men’s Varsity 8+,,6,Santa Clara,06:15.2,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,3,Temple,06:08.5,,,,,,,,,
1995,,,Visitor’s Cup Men’s Varsity 8+,,1,Oregon State,06:01.6,Scott Mogul,Jason Boyd,John Lucia,Carey Sullivan,Josh Brown,Scott Johnson,Russ Dunn,Bart Yates,Rob Carter
1995,,,Visitor’s Cup Men’s Varsity 8+,,2,Columbia,06:07.7,,,,,,,,,
1995,,,Visitor’s Cup Men’s Varsity 8+,,3,Wichita State,06:12.0,,,,,,,,,
1995,,,Visitor’s Cup Men’s Varsity 8+,,4,Fordham,06:20.6,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,4,Pennsylvania,06:09.8,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men’s Varsity 8+,,1,Oregon State,06:17.1,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men’s Varsity 8+,,2,UC San Diego,06:18.5,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men’s Varsity 8+,,3,Columbia,06:25.7,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men’s Varsity 8+,,4,UC Irvine,06:27.3,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men’s Varsity 8+,,5,Wichita State,06:30.3,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men’s Varsity 8+,,6,UC Santa Barbara,06:31.5,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,5,Yale,06:13.1,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,6,California,06:15.5,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,7,Cornell,06:07.4,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,8,Wisconsin,06:14.8,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,9,UC Davis,06:17.5,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,10,Gonzaga,06:19.7,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,11,Long Beach State,06:24.5,,,,,,,,,
1995,,,Copley Cup Men's Varsity 8+ ,,12,Stanford,06:28.1,,,,,,,,,
1995,,,California Cup Men's Varsity 8+,,1,UC Irvine ,06:04.4,Jenny Bratby ,Erin Frank,Rob Walker,Jed Rogge,Kieran Coughlan,Steve Berry,Nick Berkuta,Forbes Morse,Mike Lebrun
1995,,,California Cup Men's Varsity 8+,,2,UC San Diego,06:08.7,,,,,,,,,
1995,,,California Cup Men's Varsity 8+,,3,UC Santa Barbara,06:11.4,,,,,,,,,
1995,,,California Cup Men's Varsity 8+,,4,UCLA,06:12.2,,,,,,,,,
1995,,,California Cup Men's Varsity 8+,,5,Sacramento State,06:12.7,,,,,,,,,
1995,,,California Cup Men's Varsity 8+,,6,Santa Clara,06:15.2,,,,,,,,,
1995,,,Visitor’s Cup Men's Varsity 8+,,1,Oregon State ,06:01.6,Scott Mogul,Jason Boyd,John Lucia,Carey Sullivan,Josh Brown,Scott Johnson,Russ Dunn,Bart Yates,Rob Carter
1995,,,Visitor’s Cup Men's Varsity 8+,,2,Columbia,06:07.7,,,,,,,,,
1995,,,Visitor’s Cup Men's Varsity 8+,,3,Wichita State,06:12.0,,,,,,,,,
1995,,,Visitor’s Cup Men's Varsity 8+,,4,Fordham,06:20.6,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men's Varsity 8+,,1,Oregon State,06:17.1,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men's Varsity 8+,,2,UC San Diego,06:18.5,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men's Varsity 8+,,3,Columbia,06:25.7,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men's Varsity 8+,,4,UC Irvine,06:27.3,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men's Varsity 8+,,5,Wichita State,06:30.3,,,,,,,,,
1995,,,California-Visitor’s Cup Challange Men's Varsity 8+,,6,UC Santa Barbara,06:31.5,,,,,,,,,
1995,,,Men's Junior Varsity 8+,,1,Washington ,06:00.4,Dom Gagliardi ,Steve Kunnen,Steve Gillespie,Ned Flint,Rich Parsons,Carl Bolstad,Dave Greif,Eric Sjaasted,Jim Bargfrede
1995,,,Men's Junior Varsity 8+,,2,California,06:04.4,,,,,,,,,
1995,,,Men's Junior Varsity 8+,,3,Pennsylvania,06:04.9,,,,,,,,,
1995,,,Men's Junior Varsity 8+,,4,Harvard,06:07.3,,,,,,,,,
1995,,,Men's Junior Varsity 8+,,5,Yale,06:08.7,,,,,,,,,
1995,,,Men's Junior Varsity 8+,,6,Orange Coast,06:15.5,,,,,,,,,
1995,,,Men's Junior Varsity 8+,,7,Stanford,06:32.2,,,,,,,,,
1995,,,Men's California Junior Varsity 8+,,1,Orange Coast ,06:12.5,Heath Grabhorn ,Tim Rizzo,Chris Gruwell,Shawn Wilson,Kevin Creagan,Andrej Ausing,Eric Kearney,Core Rutherforrd,Rick Liu
1995,,,Men's California Junior Varsity 8+,,2,Long Beach State,06:15.7,,,,,,,,,
1995,,,Men's California Junior Varsity 8+,,3,UC Davis and UC Irvine,06:21.7,,,,,,,,,
1995,,,Men's California Junior Varsity 8+,,4,UC San Diego,06:23.9,,,,,,,,,
1995,,,Men's California Junior Varsity 8+,,5,Santa Clara,06:26.1,,,,,,,,,
1995,,,Men's Lightweight 8+,,1,Harvard ,06:15.9,Chris Schulte ,Ryan Wise,Andrew Wilson,John Burkhart,Greg Ruckman,Ted Shergalis,Fred Ogden,Tim Cullen,Matt Emans
1995,,,Men's Lightweight 8+,,2,Toronto,06:25.5,,,,,,,,,
1995,,,Men's Lightweight 8+,,3,Pacific Lutheran,06:39.0,,,,,,,,,
1995,,,Men's Lightweight 8+,,4,California,06:39.8,,,,,,,,,
1995,,,Men's Lightweight 8+,,5,Texas,06:48.2,,,,,,,,,
1995,,,Men's Novice A 8+,,1,Washington,06:03.8,,,,,,,,,
1995,,,Men's Novice A 8+,,2,California,06:14.8,,,,,,,,,
1995,,,Men's Novice A 8+,,3,UC Davis,06:27.2,,,,,,,,,
1995,,,Men's Novice A 8+,,4,Long Beach State,06:30.4,,,,,,,,,
1995,,,Men's Novice A 8+,,5,Stanford,06:36.8,,,,,,,,,
1995,,,Men's Club 8+,,1,Jedi Knights II,06:02.5,Suzie Hartley ,Bob Bennett,Chris Gooding,Bill Baddor,Mike Fillipone,Kenny Piree,Eric Eldridge,Scott Scarette,Kevin Vance
1995,,,Men's Club 8+,,2,Treasure Island RC,06:10.6,,,,,,,,,
1995,,,Men's Club 8+,,3,New York AC,06:11.1,,,,,,,,,
1995,,,Men's Club 8+,,4,Jedi Knights,06:20.1,,,,,,,,,
1995,,,Men's Club 8+,,5,Team Vince,06:20.6,,,,,,,,,
1995,,,Men's Club 8+,,6,WCMF,06:23.2,,,,,,,,,
1995,,,Men's Novice B 8+,,1,Orange Coast,06:25.5,,,,,,,,,
1995,,,Men's Novice B 8+,,2,Humboldt State,06:31.0,,,,,,,,,
1995,,,Men's Novice B 8+,,3,Sacramento State,06:47.8,,,,,,,,,
1995,,,Men's Novice B 8+,,4,Santa Clara,07:05.2,,,,,,,,,
1995,,,Men's Novice B 8+,,5,UCLA,07:16.2,,,,,,,,,
1995,,,Men's Junior 8+,,1,Sarasota Scullers ,06:10.8,Lacy Doolin ,Paul Semian,Dan Newman,Kevin O”Neil,Rob Woelfel,Matt Liwski,Tim White,Trevor Mederis,Bill Plifka
1995,,,Men's Junior 8+,,2,Green Lake,06:17.7,,,,,,,,,
1995,,,Men's Junior 8+,,3,St. Ignatius,06:19.9,,,,,,,,,
1995,,,Men's Junior 8+,,4,Victoria City RC,06:20.3,,,,,,,,,
1995,,,Men's Junior 8+,,5,Marin RA,06:21.8,,,,,,,,,
1995,,,Men's Junior 8+,,6,Capitol Crew,06:27.6,,,,,,,,,
1995,,,Men's Junior Junior Varsity 8+,,1,Berkeley HS ,06:21.7,Jasmine Hyman ,Julian Fulton,Maxim May,Chris Rea,Paul Vogler,Saul Zippen,Anthony Barr,Aytan Litwin,Sterling Jordan
1995,,,Men's Junior Junior Varsity 8+,,2,Marin RA,06:25.7,,,,,,,,,
1995,,,Men's Junior Junior Varsity 8+,,3,Green Lake,06:33.4,,,,,,,,,
1995,,,Men's Junior Junior Varsity 8+,,4,San Diego RC,06:45.7,,,,,,,,,
1995,,,Men's Junior Junior Varsity 8+,,5,Newport AC,06:52.7,,,,,,,,,
1995,,,Men's Junior Junior Varsity 8+,,6,Oakland Strokes,06:53.6,,,,,,,,,
1995,,,Men's Masters 8+ (age 27 - 39),,1,Rocky Mountain RC,06:10.5,Joel Bertacci ,Greg Springer,David Gleeson,Paul Lambert,Mike Gasper,Steven Kiesling,Tom Hull,Eric Stevens,Mark Stomberg
1995,,,Men's Masters 8+ (age 27 - 39),,2,Milwaukee RC,06:16.9,,,,,,,,,
1995,,,Men's Masters 8+ (age 27 - 39),,3,UCLA/California YC,06:23.7,,,,,,,,,
1995,,,Men's Masters 8+ (age 27 - 39),,4,Stanford RC,06:25.2,,,,,,,,,
1995,,,Men's Masters 8+ (age 27 - 39),,5,San Diego RC,06:30.3,,,,,,,,,
1995,,,Men's Masters 8+ (age 27 - 39),,6,Humboldt Old Growths,06:35.2,,,,,,,,,
1995,,,Men's Masters 8+ (age 27 - 39),,7,Marin RA,06:59.4,,,,,,,,,
1995,,,Men's Masters 8+ (age 40 -49),,1,Cambridge BC ,06:09.8,Geoffery Kwauth ,Andy Sudduith,Tom Darling,Joe Bouscaren,Andy O’Brien,Brad Smith,Jeff Schaffer,Pete Peterson,Will Reiman
1995,,,Men's Masters 8+ (age 40 -49),,2,Stanford RC,06:11.6,,,,,,,,,
1995,,,Men's Masters 8+ (age 40 -49),,3,San Diego RC,06:15.6,,,,,,,,,
1995,,,Men's Masters 8+ (age 40 -49),,4,Cincinnati RC,06:26.1,,,,,,,,,
1995,,,Men's Masters 8+ (age 40 -49),,5,Lake Merritt RC,06:46.5,,,,,,,,,
1995,,,Men's Masters 8+ (age 50 -59),,1,Ranier RC ,06:35.0,Annemarie Hou ,David Krueger,Al Mackenzie,John Alberti,Art Rounds,Ted Walkley,Paul Ramsey,Hugh Lade,Craig Smith
1995,,,Men's Masters 8+ (age 50 -59),,2,Rocky Mountain RC,06:38.1,,,,,,,,,
1995,,,Men's Masters 8+ (age 50 -59),,3,Marin RA,06:45.8,,,,,,,,,
1995,,,Men's Masters 8+ (age 50 -59),,4,San Diego RC,06:48.6,,,,,,,,,
1995,,,Men's Masters 8+ (age 50 -59),,5,Los Angeles RC,06:53.2,,,,,,,,,
1995,,,Men's Masters 8+ (age 50 -59),,6,New Haven RC,06:54.2,,,,,,,,,
1995,,,Men's Masters 8+ (age 60 and over),,1,Lake Natomas/Vesper RC ,No Time,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,1,Washington ,06:52.2,Joslyn Howard ,Hana Darivsova,Amy Piper,Katy Maloney,Ellen Park,Tristina Glick,Ardath White,Babette Siebold,Liz Tuttle
1995,,,Whittier Cup Women's Varsity 8+,,2,Harvard,07:03.4,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,3,Cornell,07:03.6,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,4,Radcliffe,07:07.7,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,5,Dartmouth,07:10.6,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,6,Stanford,07:12.7,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,7,Temple,07:06.4,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,8,Pennsylvania,07:09.9,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,9,Western Washington,07:10.4,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,10,Wisconsin,07:10.9,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,11,George Washington,07:15.1,,,,,,,,,
1995,,,Whittier Cup Women's Varsity 8+,,12,California,07:15.2,,,,,,,,,
1995,,,California Cup Women's Varsity 8+,,1,UC Davis ,07:04.0,Jennifer Romero ,Leslie Ross,Michaela Canova,Cheryl Ronan,Susanne de Vries,Jennifer Cahn,Angelina Zamboni,Cass Piper,Johanna Walters
1995,,,California Cup Women's Varsity 8+,,2,Sacramento State,07:04.8,,,,,,,,,
1995,,,California Cup Women's Varsity 8+,,3,UC Santa Barbara,07:06.1,,,,,,,,,
1995,,,California Cup Women's Varsity 8+,,4,San Diego,07:11.7,,,,,,,,,
1995,,,California Cup Women's Varsity 8+,,5,USC,07:12.8,,,,,,,,,
1995,,,California Cup Women's Varsity 8+,,6,Long Beach State,07:16.6,,,,,,,,,
1995,,, Visitor’s Cup Women's Varsity 8+,,1,Massachusetts ,06:51.2,Dena Hiller ,Michelle Tullie,Deanna Groak,Jennifer Strong,Wendy Wilbur,Amanda Kraus,Jennifer Guidry,Amy Kenny,Nancy LaRocque
1995,,, Visitor’s Cup Women's Varsity 8+,,2,Oregon State,06:56.3,,,,,,,,,
1995,,, Visitor’s Cup Women's Varsity 8+,,3,Wichita State,07:01.4,,,,,,,,,
1995,,, Visitor’s Cup Women's Varsity 8+,,4,Columbia,07:02.8,,,,,,,,,
1995,,, Visitor’s Cup Women's Varsity 8+,,5,Gonzaga,07:06.5,,,,,,,,,
1995,,, Visitor’s Cup Women's Varsity 8+,,6,Texas,07:10.9,,,,,,,,,
1995,,, Visitor’s Cup Women's Varsity 8+,,7,Oregon,07:24.0,,,,,,,,,
1995,,,California-Visitor’s Cup Challenge Women's Varsity 8+,,1,Massachusetts,07:08.9,,,,,,,,,
1995,,,California-Visitor’s Cup Challenge Women's Varsity 8+,,2,Oregon State,07:22.9,,,,,,,,,
1995,,,California-Visitor’s Cup Challenge Women's Varsity 8+,,3,Wichita State,07:25.6,,,,,,,,,
1995,,,California-Visitor’s Cup Challenge Women's Varsity 8+,,4,UC Davis,07:27.1,,,,,,,,,
1995,,,California-Visitor’s Cup Challenge Women's Varsity 8+,,5,UC Santa Barbara,07:28.2,,,,,,,,,
1995,,,Women's Junior Varisity 8+,,1,Washington ,06:52.4,Erin O’Connell ,Carrie Youngberg,Hannah Goldman,Jennie Bingham,Erica Schwabb,Erika Price,Kathy Colin,Amanda Wilcox,Jodie Broadie
1995,,,Women's Junior Varisity 8+,,2,Washington State,06:55.0,,,,,,,,,
1995,,,Women's Junior Varisity 8+,,3,Radcliffe,07:03.2,,,,,,,,,
1995,,,Women's Junior Varisity 8+,,4,Wisconsin,07:03.7,,,,,,,,,
1995,,,Women's Junior Varisity 8+,,5,Pennsylvania,"07:15,3",,,,,,,,,
1995,,,Women's Junior Varisity 8+,,6,Orange Coast,07:27.2,,,,,,,,,
1995,,,Women's Novice A 8+,,1,Washington ,06:47.5,Alida Purvez ,Denni Nessler,Kari Green,Jen Sweeney,Kelly Horton,Kristin Crymes,Kara Bauer,Marci Beachamp,Aimee Pelegrini
1995,,,Women's Novice A 8+,,2,Washington State,06:51.7,,,,,,,,,
1995,,,Women's Novice A 8+,,3,California,07:02.8,,,,,,,,,
1995,,,Women's Novice A 8+,,4,Stanford,07:04.8,,,,,,,,,
1995,,,Women's Novice A 8+,,5,Western Washington,07:06.6,,,,,,,,,
1995,,,Women's Novice A 8+,,6,UC San Diego,07:14.6,,,,,,,,,
1995,,,Women's Novice B 8+,,1,Sacramento State ,07:18.0,Momiric Isaguirre,Beckie Brush,Lenden Mackey,Mamisa Price,Heather Farris,Julie Bergman,Cassandra Burkich,Jami Messanares,Clancy Hunter
1995,,,Women's Novice B 8+,,2,California,07:18.2,,,,,,,,,
1995,,,Women's Novice B 8+,,3,UC San Diego,07:23.2,,,,,,,,,
1995,,,Women's Novice B 8+,,4,UC Santa Barbara,07:33.4,,,,,,,,,
1995,,,Women's Novice B 8+,,5,UC Davis,07:58.5,,,,,,,,,
1995,,,Women's Novice B 8+,,6,UCLA,08:01.6,,,,,,,,,
1995,,,Women's Open Novice 8+,,1,Humboldt State ,08:09.8,Kelly Wilson ,Kim Boruff,Julie Hatzman,Sarah Lindquist,Jennifer Schooley,Amanda Seely,Rima Roberts,Penelope Marshall,Emily Young
1995,,,Women's Open Novice 8+,,2,UC San Diego,08:10.5,,,,,,,,,
1995,,,Women's Open Novice 8+,,3,Cal Ploy,08:39.0,,,,,,,,,
1995,,,Women's Club 8+,,1,Newport AC ,06:44.5,Val Thompson,Monica Maiorana,Linda Miller,Deborah Morgan,Ashley Andeen,Drew Van Hengle,Leela Graves,Debbie Niel,Joleen Esparza
1995,,,Women's Club 8+,,2,New York AC,06:53.7,,,,,,,,,
1995,,,Women's Club 8+,,3,Jedi Knights,06:59.7,,,,,,,,,
1995,,,Women's Club 8+,,4,San Diego RC,07:05.9,,,,,,,,,
1995,,,Women's Club 8+,,5,Cal Poly,07:15.8,,,,,,,,,
1995,,,Women's Club 8+,,6,Humboldt Old Growths,07:23.5,,,,,,,,,
1995,,,Women's Club 8+,,7,Stanford,07:24.6,,,,,,,,,
1995,,,Women's Lightweight 4+,,1,Villanova ,07:48.2,Catherine Flemming ,Lisa Spenner,Amy Regis,Kristan Hoskins,Allsion Fee,,,,
1995,,,Women's Lightweight 4+,,2,Radcliffe,07:52.0,,,,,,,,,
1995,,,Women's Lightweight 4+,,3,Texas,08:03.6,,,,,,,,,
1995,,,Women's Lightweight 4+,,4,Western Washington,08:08.3,,,,,,,,,
1995,,,Women's Lightweight 4+,,5,Pacific Lutheran,08:11.2,,,,,,,,,
1995,,,Women's Lightweight 4+,,6,UC Irvine,08:08.4,,,,,,,,,
1995,,,Women's Lightweight 4+,,7,Humboldt Old Growths,08:51.1,,,,,,,,,
1995,,,Women's Open Lightweight 4+,,1,Long Beach RA A,07:53.7,Anna Lobl ,Liz Hubbard,Sherri Kiklas,Lisa Riehn,Becky Waer,,,,
1995,,,Women's Open Lightweight 4+,,2,Long Beach RA B,08:03.3,,,,,,,,,
1995,,,Women's Open Lightweight 4+,,3,Lake Merritt RC,08:21.9,,,,,,,,,
1995,,,Women's Open Lightweight 4+,,4,Seattle RC,08:25.6,,,,,,,,,
1995,,,Women's Open Lightweight 4+,,5,Marin RA,09:02.2,,,,,,,,,
1995,,,Women's Open Lightweight 4+,,6,Mills,09:39.9,,,,,,,,,
1995,,,Women's Masters 8+ (age 27 and over),,1,Marin RA ,07:00.6,Jackie Caplan-Auerbach ,Kathi de Fremery,Karen Hamilton,Kate Boyd,Sheri LaRoi,Judy Cutino,Heidi Dieffenbach-Carle,Karen Duncan,Elise Miller
1995,,,Women's Masters 8+ (age 27 and over),,2,California RC,07:00.8,,,,,,,,,
1995,,,Women's Masters 8+ (age 27 and over),,3,Lake Merritt RC,07:24.8,,,,,,,,,
1995,,,Women's Masters 8+ (age 40 and over),,1,Green Lake RC ,07:46.5,Tiffany Murphy ,Olivia Montgomery,Kate Stegemoeller,Kathy Walkey,Sherry Johnson,Victoria Scott,Margaret Berg,Judith Suor,Louann Hussman
1995,,,Women's Masters 8+ (age 40 and over),,2,Lake Washington RC,0. 7:53.5,,,,,,,,,
1995,,,Women's Masters 8+ (age 40 and over),,3,Mt. Baker RC,08:01.9,,,,,,,,,
1995,,,Women's Masters 8+ (age 40 and over),,4,Marin RA,08:20.6,,,,,,,,,
1995,,,Women's Masters 8+ (age 40 and over),,5,Victoria City RC,08:24.7,,,,,,,,,
1995,,,Women's Masters 8+ (age 40 and over),,6,ZLAC RC,09:46.8,,,,,,,,,
